trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp1.png,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.6349157170629223,0,valid_lose,48.04833460000009,5,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.9586204854336515,0,valid_lose,51.98026459999983,5,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.6711729182830567,1,valid_win,56.046472600000016,6,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.4605835534522842,0,valid_lose,60.11109170000054,6,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.5922098728557817,1,valid_win,63.95969310000055,7,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.5547972922471316,1,valid_win,68.14158110000062,8,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.9648247642880026,1,valid_win,72.34028500000022,9,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.8176600831693527,0,valid_lose,76.5225874000007,9,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.05646218946354753,1,invalid_win,80.62058620000062,10,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.8284032414793199,0,valid_lose,85.10345510000025,10,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
20,exp1.png,exp2.png,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.11312932315331736,1,invalid_win,89.36845500000072,11,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
,,,exp1.png,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.47274970000035,None,None,[],,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
,,,exp2.png,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.93282050000016,None,None,[],,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
,,,exp3.png,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.96304599999985,None,None,[],,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
,,,exp4.png,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.3098904999997,None,None,[],,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
0,exp1.png,exp2.png,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
1,exp3.png,exp4.png,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,20,21,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.8564118179514092,1,valid_win,106.89561570000023,12,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
2,exp1.png,exp2.png,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,21,22,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.2962591431576469,0,valid_lose,111.29371390000051,12,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
3,exp3.png,exp4.png,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,22,23,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.6011307041966492,1,valid_win,116.1918497000006,13,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
4,exp1.png,exp2.png,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,23,24,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.2984236898853948,1,valid_win,121.93997690000015,14,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
5,exp3.png,exp4.png,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,24,25,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.612062625532585,0,valid_lose,126.68895470000007,14,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
6,exp1.png,exp2.png,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,25,26,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.3970746926202545,0,valid_lose,132.50356700000066,14,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
7,exp3.png,exp4.png,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,26,27,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.5278253265070025,1,valid_win,137.3692670999999,15,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
8,exp1.png,exp2.png,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,27,28,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.269271483483972,1,valid_win,141.7501946000002,16,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
9,exp3.png,exp4.png,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,28,29,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.7298469199128009,1,valid_win,146.11499860000004,17,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
10,exp1.png,exp2.png,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,29,30,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.43280690191275495,1,valid_win,150.38049300000057,18,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
11,exp3.png,exp4.png,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,30,31,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.9269684091287557,1,valid_win,154.62899629999993,19,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
12,exp1.png,exp2.png,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,31,32,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.9514086485214449,1,valid_win,158.66117720000057,20,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
13,exp3.png,exp4.png,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,32,33,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.9230109438225863,1,valid_win,162.9782513,21,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
14,exp1.png,exp2.png,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,33,34,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7097657112656942,1,valid_win,167.2756954000006,22,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
15,exp3.png,exp4.png,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,34,35,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.407534506293021,1,valid_win,171.6406777000002,23,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
16,exp1.png,exp2.png,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,35,36,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.8592051587897568,1,valid_win,175.9551207000004,24,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
17,exp3.png,exp4.png,,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,36,37,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.3659573027375965,1,valid_win,180.08791780000047,25,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
18,exp1.png,exp2.png,,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,37,38,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.9413125707906068,1,valid_win,184.32000190000053,26,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
19,exp3.png,exp4.png,,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,38,39,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.9226378967175103,1,valid_win,188.60093300000062,27,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
20,exp1.png,exp2.png,,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,False,39,40,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.406129335152168,1,valid_win,192.65150950000043,28,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
,,,exp1.png,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.70012919999954,100.0,3.1423704999997426,"[(100.0, 3.1423704999997426)]",100.0,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
,,,exp2.png,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.06257800000003,8.0,2.1944617999997718,"[(8.0, 2.1944617999997718)]",,8.0,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
,,,exp3.png,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.46105890000035,100.0,1.7603635999994367,"[(100.0, 1.7603635999994367)]",,,100.0,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
,,,exp4.png,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.3932679999998,6.0,1.612832000000708,"[(6.0, 1.612832000000708)]",,,,6.0,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
0,exp1.png,exp2.png,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
1,exp3.png,exp4.png,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,40,41,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.03185331676029235,0,invalid_lose,210.21059409999998,28,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
2,exp1.png,exp2.png,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,41,42,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.546453340284287,0,valid_lose,215.47482930000024,28,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
3,exp3.png,exp4.png,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,42,43,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.23906813852852926,1,invalid_win,219.82395570000062,29,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
4,exp1.png,exp2.png,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,43,44,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.5394839044312167,1,valid_win,225.85568140000032,30,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
5,exp3.png,exp4.png,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,44,45,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.7510609559189239,0,valid_lose,230.07008180000048,30,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
6,exp1.png,exp2.png,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,45,46,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.9119591708359654,1,valid_win,235.018462,31,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
7,exp3.png,exp4.png,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,46,47,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.7640766127455616,0,valid_lose,239.6665664000002,31,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
8,exp1.png,exp2.png,,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,47,48,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.05715435064828933,0,invalid_lose,244.06561150000016,31,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
9,exp3.png,exp4.png,,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,48,49,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.942062295821856,1,valid_win,250.46303760000046,32,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
10,exp1.png,exp2.png,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,49,50,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.8680025761172002,1,valid_win,255.66160690000015,33,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,50,51,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.9932633905836353,1,valid_win,261.95928600000025,34,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
12,exp1.png,exp2.png,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,51,52,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.039433560859323036,0,invalid_lose,267.1910834999999,34,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
13,exp3.png,exp4.png,,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,52,53,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp3.png,exp4.png,1,3,reversed,correct,0.6720090031845092,1,valid_win,271.92318390000037,35,,,,,,,,,,,,,,,sub_998,2024-12-02_14h55.31.931,Reversal,2023.1.3,60.024694158976814,2,
