trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp3.png,estimation_exp4.png,estimation_exp1.png,estimation_exp2.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.5753152786337865,0,valid_lose,50.214230300000054,5,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.5999776046611991,1,valid_win,54.86266369999976,6,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.4335793930047941,1,valid_win,59.34445379999943,7,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.9059049317492591,1,valid_win,63.778174999999464,8,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.08411588268679937,0,invalid_lose,68.29189289999977,8,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.24146267938173804,1,invalid_win,72.95776800000021,9,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.264792543743009,0,valid_lose,77.20537009999953,9,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.7534649600066163,1,valid_win,81.48741710000013,10,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.2554418634833262,0,valid_lose,86.81967600000007,10,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.39386891272152147,1,valid_win,91.15083719999984,11,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
20,exp1.png,exp2.png,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.4189669418716817,0,valid_lose,95.86590909999995,11,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
,,,exp1.png,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.67162120000012,None,None,[],,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
,,,exp2.png,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.74655619999976,None,None,[],,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
,,,exp3.png,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.09647940000013,1.0,5.028758299999936,"[(1.0, 5.028758299999936)]",1.0,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
,,,exp4.png,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.34513830000014,75.0,7.9757956000003105,"[(75.0, 7.9757956000003105)]",,75.0,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
0,exp1.png,exp2.png,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
1,exp3.png,exp4.png,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,20,21,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.6532007588756372,1,valid_win,127.67175690000022,12,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
2,exp1.png,exp2.png,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,21,22,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.8121264692251613,1,valid_win,133.2709821999997,13,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
3,exp3.png,exp4.png,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,22,23,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.11562539339776312,0,invalid_lose,138.7679406999996,13,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
4,exp1.png,exp2.png,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,23,24,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.4570910963014606,1,valid_win,144.30032299999948,14,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
5,exp3.png,exp4.png,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,24,25,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.2245709843642747,0,invalid_lose,150.09801179999977,14,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
6,exp1.png,exp2.png,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,25,26,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.17692670749471184,0,invalid_lose,156.22892839999986,14,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
7,exp3.png,exp4.png,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,26,27,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.8889746909679191,0,valid_lose,162.8262434999997,14,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
8,exp1.png,exp2.png,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,27,28,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.580284999949328,1,valid_win,172.02451870000004,15,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
9,exp3.png,exp4.png,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,28,29,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.7247952300086198,1,valid_win,178.0882657000002,16,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
10,exp1.png,exp2.png,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,29,30,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.42978381847070735,1,valid_win,183.6373063000001,17,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
11,exp3.png,exp4.png,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,30,31,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.3010716957140901,1,valid_win,188.65159739999945,18,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
12,exp1.png,exp2.png,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,31,32,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.19912595024342705,0,invalid_lose,194.4158679000002,18,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
13,exp3.png,exp4.png,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,32,33,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.33176711792645064,1,valid_win,199.19713859999956,19,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
14,exp1.png,exp2.png,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,33,34,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.0867758994567508,0,invalid_lose,204.37996349999958,19,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
15,exp3.png,exp4.png,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,34,35,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.40643071670816056,1,valid_win,209.0957585999995,20,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
16,exp1.png,exp2.png,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,35,36,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.5686254507865314,1,valid_win,214.10947979999946,21,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
17,exp3.png,exp4.png,,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,36,37,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.46829381718658214,0,valid_lose,219.37396489999992,21,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
18,exp1.png,exp2.png,,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,37,38,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.017539172419291038,0,invalid_lose,224.17324120000012,21,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
19,exp3.png,exp4.png,,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,38,39,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.660709228181629,1,valid_win,230.8367602999997,22,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
20,exp1.png,exp2.png,,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,False,39,40,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.7023030053194176,0,valid_lose,235.7019921000001,22,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
,,,exp1.png,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.52431119999983,25.0,3.4663362999999663,"[(25.0, 3.4663362999999663)]",,,25.0,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
,,,exp2.png,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.0604446999996,87.0,1.4754122000003917,"[(87.0, 1.4754122000003917)]",,,,87.0,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
,,,exp3.png,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.47015790000023,30.0,2.178359300000011,"[(30.0, 2.178359300000011)]",30.0,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
,,,exp4.png,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.56891780000024,88.0,1.9278792999994039,"[(88.0, 1.9278792999994039)]",,88.0,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
0,exp1.png,exp2.png,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
1,exp3.png,exp4.png,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,40,41,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.7110615970965357,1,valid_win,253.74680489999992,23,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
2,exp1.png,exp2.png,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,41,42,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.39569703676852463,1,valid_win,258.3107334999995,24,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
3,exp3.png,exp4.png,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,42,43,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.5056223786162687,1,valid_win,263.17568630000005,25,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
4,exp1.png,exp2.png,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,43,44,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.041100892316005555,0,invalid_lose,267.6910477000001,25,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
5,exp3.png,exp4.png,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,44,45,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.9194840773786619,1,valid_win,272.5228473999996,26,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
6,exp1.png,exp2.png,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,45,46,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.4995805772308789,0,valid_lose,277.5711597999998,26,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
7,exp3.png,exp4.png,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,46,47,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.7678337897547464,1,valid_win,281.9194927999997,27,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
8,exp1.png,exp2.png,,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,47,48,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.4889308753975431,1,valid_win,287.3180739999998,28,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
9,exp3.png,exp4.png,,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,48,49,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.8270580315354473,1,valid_win,291.9344919999994,29,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
10,exp1.png,exp2.png,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,49,50,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.35597413384843846,1,valid_win,297.46361569999954,30,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,50,51,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.41954295125206464,1,valid_win,301.8289643999997,31,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
12,exp1.png,exp2.png,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,51,52,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.3701219746315465,1,valid_win,306.1280796000001,32,,,,,,,,,,,,,,,sub_1024,2025-04-06_16h49.08.762,Reversal,2023.1.3,59.892863645606916,4,
