trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp2.png,estimation_exp4.png,estimation_exp1.png,estimation_exp3.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.02879015312879507,1,invalid_win,126.37248210000052,9,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.818045927297339,0,valid_lose,131.18754660000013,9,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.28342995636140367,0,valid_lose,136.51910680000037,9,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
20,exp1.png,exp2.png,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
,,,exp1.png,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.44327760000033,None,None,[],,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
,,,exp2.png,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.49805060000017,51.0,5.354923300000337,"[(52.0, 3.1059000000004744), (51.0, 5.354923300000337)]",51.0,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
,,,exp3.png,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0737465000002,None,None,[],,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
,,,exp4.png,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.50700010000037,70.0,6.959259100000054,"[(70.0, 6.959259100000054)]",,70.0,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
0,exp1.png,exp2.png,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,20,21,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.755487885924633,1,valid_win,174.63956080000025,10,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
1,exp3.png,exp4.png,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,21,22,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.030401333722382295,1,invalid_win,182.67085399999996,11,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
2,exp1.png,exp2.png,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,22,23,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.3382423110823456,0,valid_lose,189.36778330000016,11,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
3,exp3.png,exp4.png,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,23,24,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.4580749897447699,0,valid_lose,195.83255009999993,11,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
4,exp1.png,exp2.png,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,24,25,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.3326315759156543,1,valid_win,202.38024170000062,12,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
5,exp3.png,exp4.png,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,25,26,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.5463927538506363,1,valid_win,206.99491390000003,13,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
6,exp1.png,exp2.png,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,26,27,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.44357058565921503,1,valid_win,211.64330810000047,14,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
7,exp3.png,exp4.png,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,27,28,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.19807397712308072,0,invalid_lose,216.2422421000001,14,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
8,exp1.png,exp2.png,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,28,29,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.5498653322351527,0,valid_lose,222.1403162000006,14,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
9,exp3.png,exp4.png,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,29,30,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.33815656250387405,1,valid_win,227.53825730000062,15,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
10,exp1.png,exp2.png,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,30,31,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.5352685559161885,0,valid_lose,234.15250510000078,15,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
11,exp3.png,exp4.png,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,31,32,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.0055202438823767075,1,invalid_win,239.63429990000077,16,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
12,exp1.png,exp2.png,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,32,33,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.0365717504737344,0,invalid_lose,245.21577500000058,16,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
13,exp3.png,exp4.png,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,33,34,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.48077920665859686,1,valid_win,251.72978930000045,17,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
14,exp1.png,exp2.png,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,34,35,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.6216743330702066,0,valid_lose,262.17643410000073,17,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
15,exp3.png,exp4.png,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,35,36,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.04164137215096686,0,invalid_lose,270.74051640000016,17,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
16,exp1.png,exp2.png,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,36,37,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.8920156117278893,1,valid_win,275.5216110000001,18,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
17,exp3.png,exp4.png,,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,37,38,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.6622022004462288,0,valid_lose,280.72003570000015,18,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
18,exp1.png,exp2.png,,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,38,39,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.10313558402874456,1,invalid_win,285.80159020000065,19,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
19,exp3.png,exp4.png,,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,39,40,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.410813329729129,1,valid_win,290.41698369999995,20,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
20,exp1.png,exp2.png,,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
,,,exp1.png,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.2961428000008,56.0,3.615655599999627,"[(56.0, 3.615655599999627)]",,,56.0,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
,,,exp2.png,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.1937123000007,None,None,[],,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
,,,exp3.png,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.6604629000003,55.0,1.9106682000001456,"[(55.0, 1.9106682000001456)]",,,,55.0,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
,,,exp4.png,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.5253609000001,None,None,[],,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
0,exp1.png,exp2.png,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,40,41,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.8762885687024862,0,valid_lose,309.2275797000002,20,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
1,exp3.png,exp4.png,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,41,42,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.3732273380772523,1,valid_win,313.6256843000001,21,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
2,exp1.png,exp2.png,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,42,43,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.8693696159774017,0,valid_lose,318.9237266,21,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
3,exp3.png,exp4.png,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,43,44,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8519979415797491,1,valid_win,324.10525120000057,22,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
4,exp1.png,exp2.png,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,44,45,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.8345972773480228,0,valid_lose,330.25338360000023,22,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
5,exp3.png,exp4.png,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,45,46,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.3936760801736202,1,valid_win,334.43561339999997,23,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
6,exp1.png,exp2.png,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,46,47,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.08693327560058295,1,invalid_win,339.94991970000046,24,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
7,exp3.png,exp4.png,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,47,48,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.4188374999080937,1,valid_win,346.3980988000003,25,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
8,exp1.png,exp2.png,,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,48,49,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.8150126533187716,0,valid_lose,352.21282410000003,25,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
9,exp3.png,exp4.png,,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,49,50,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.4723202214856591,0,valid_lose,356.82776250000006,25,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
10,exp1.png,exp2.png,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,50,51,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.5075844299902965,0,valid_lose,361.8760957000004,25,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,51,52,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.6518963962290248,0,valid_lose,368.2574795999999,25,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
12,exp1.png,exp2.png,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,52,53,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.8590806126936449,1,valid_win,374.9047638000002,26,,,,,,,,,,,,,,,sub_683,2024-05-05_11h02.27.433,Reversal,2023.1.3,60.279746246370124,3,
